CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C16877,364.391307,0.272727,0.0,0.0,0.0,1658.424947,0.0,0.0,0.0,0.090909,1,0,1800.0,0.0,,0.0,11
C18169,14.017311,0.454545,327.8,0.0,327.8,0.0,0.416667,0.0,0.416667,0.0,0,5,1500.0,692.336439,94.456281,0.8,12
C16500,305.72029,1.0,1125.8,430.88,694.92,0.0,1.0,0.333333,1.0,0.0,0,17,3000.0,1863.122757,204.442058,0.083333,12
C17466,532.467828,1.0,3262.5,1186.74,2075.76,0.0,0.9,0.1,0.8,0.0,0,17,4500.0,2683.090485,177.053495,0.333333,10
C12226,10905.05381,1.0,431.93,133.5,298.43,47137.21176,0.583333,0.25,0.5,1.0,123,21,19600.0,39048.59762,5394.173671,0.0,12
C18618,2.660671,0.090909,102.79,0.0,102.79,0.0,0.083333,0.0,0.083333,0.0,0,1,4000.0,203.229371,27.54692,0.090909,12
C11686,30.525356,0.454545,384.95,384.95,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,14500.0,498.165923,86.348345,0.272727,12
C14979,889.767658,1.0,2997.02,1823.02,1174.0,0.0,0.916667,0.416667,0.916667,0.0,0,22,7000.0,2199.48968,244.279734,0.0,12
C16570,87.540559,1.0,885.13,0.0,885.13,0.0,1.0,0.0,1.0,0.0,0,21,6000.0,801.593051,186.251245,0.916667,12
C10711,3472.806962,1.0,1800.0,0.0,1800.0,2642.846513,1.0,0.0,1.0,0.083333,7,12,6000.0,2214.368263,4093.868044,0.0,12
C14695,3114.988266,1.0,453.12,453.12,0.0,2115.036647,0.333333,0.333333,0.0,0.5,12,7,5000.0,1160.859524,1067.666256,0.0,12
C11353,272.7004,1.0,3298.55,2520.55,778.0,0.0,0.833333,0.833333,0.166667,0.0,0,33,16000.0,3629.836534,194.460262,0.75,12
C16908,1396.413738,1.0,312.66,204.0,108.66,280.925255,0.25,0.166667,0.083333,0.333333,8,6,1800.0,594.159059,501.192795,0.0,12
C18502,991.11995,0.833333,0.0,0.0,0.0,1341.446355,0.0,0.0,0.0,0.333333,2,0,1500.0,204.785807,160.331541,0.0,6
C10300,5469.851311,1.0,0.0,0.0,0.0,512.792701,0.0,0.0,0.0,0.166667,3,0,6000.0,1362.966798,2019.027883,0.0,12
C10451,7057.658848,1.0,360.7,360.7,0.0,6517.541812,0.083333,0.083333,0.0,0.333333,15,2,8000.0,5147.693822,2610.053885,0.0,12
C16861,1690.244293,1.0,0.0,0.0,0.0,272.677146,0.0,0.0,0.0,0.083333,1,0,3000.0,547.687792,439.251584,0.0,12
C14469,229.667169,1.0,0.0,0.0,0.0,985.337823,0.0,0.0,0.0,0.083333,1,0,3000.0,1120.65839,131.179377,0.1,12
C14260,2955.777008,1.0,0.0,0.0,0.0,3604.51247,0.0,0.0,0.0,0.7,12,0,11000.0,4398.578094,641.31761,0.0,10
C13348,68.207625,0.363636,536.0,0.0,536.0,0.0,0.333333,0.0,0.25,0.0,0,4,4000.0,1204.801315,186.15796,0.666667,12
C11000,2437.73951,1.0,1093.93,695.29,398.64,822.700458,1.0,0.25,1.0,0.166667,4,15,2900.0,556.213673,1049.416303,0.0,12
C17640,987.110602,1.0,0.0,0.0,0.0,1139.392895,0.0,0.0,0.0,0.142857,2,0,1200.0,139.607827,232.004681,0.0,7
C14248,2525.493672,1.0,490.0,0.0,490.0,1470.99071,0.5,0.0,0.416667,0.5,20,6,6000.0,1130.147035,796.560224,0.0,12
C16059,2932.111796,1.0,346.32,346.32,0.0,2631.304016,0.333333,0.333333,0.0,0.333333,10,9,6000.0,597.5143,784.577784,0.0,12
C14190,6978.185657,1.0,1051.43,174.48,876.95,5146.349321,0.75,0.083333,0.75,0.333333,10,12,7500.0,3756.694846,3084.193348,0.0,12
C14940,34.706824,0.181818,242.9,242.9,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1500.0,85.290895,174.958496,0.0,12
C13838,2817.59092,1.0,37.92,0.0,37.92,0.0,0.166667,0.0,0.166667,0.0,0,2,3000.0,755.313452,1167.316335,0.0,12
C11948,408.948673,0.272727,0.0,0.0,0.0,1871.859929,0.0,0.0,0.0,0.083333,1,0,10000.0,3902.376688,124.094651,0.090909,12
C17493,1397.560022,1.0,0.0,0.0,0.0,869.402466,0.0,0.0,0.0,0.166667,2,0,2000.0,543.796511,405.832948,0.0,12
C15648,91.655431,0.363636,1110.01,1110.01,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6000.0,3304.443043,84.471116,0.0,12
C10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12
C18511,39.02645,0.888889,158.96,0.0,158.96,0.0,0.888889,0.0,0.777778,0.0,0,8,1500.0,117.452297,122.755349,0.0,9
C11851,291.991838,1.0,2971.56,1671.6,1299.96,0.0,0.916667,0.333333,0.833333,0.0,0,31,13500.0,2238.594868,171.648662,1.0,12
C11571,903.031624,1.0,494.7,0.0,494.7,1111.69,0.833333,0.0,0.833333,0.166667,6,10,1000.0,2210.461973,879.12421,0.0,12
C11841,11734.26656,1.0,1528.12,0.0,1528.12,5187.258558,1.0,0.0,0.916667,0.583333,13,38,15500.0,3624.231423,4804.430447,0.0,12
C13933,2673.770349,1.0,435.0,435.0,0.0,3667.84151,0.181818,0.181818,0.0,0.181818,2,3,5000.0,1143.636383,586.53723,0.0,11
C16072,50.044687,0.555556,658.96,658.96,0.0,0.0,0.222222,0.222222,0.0,0.0,0,2,2500.0,207.721495,14.078212,0.0,9
C11211,1114.122532,1.0,348.47,224.31,124.16,99.20189,0.583333,0.166667,0.416667,0.083333,1,9,1200.0,631.49296,668.171959,0.0,12
C15690,91.266202,0.909091,701.59,701.59,0.0,0.0,0.333333,0.333333,0.0,0.0,0,6,3200.0,812.383013,140.175864,0.1,12
C14270,53.994628,1.0,257.0,257.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,3,6500.0,423.058905,63.502182,0.083333,12
C17361,231.859622,0.888889,190.0,190.0,0.0,108.768879,0.111111,0.111111,0.0,0.111111,2,1,1200.0,119.940752,128.955873,0.0,9
C11641,171.616134,1.0,4996.17,4726.17,270.0,0.0,0.833333,0.75,0.166667,0.0,0,35,4500.0,4736.750346,86.731068,0.666667,12
C11491,2337.713483,1.0,773.7,773.7,0.0,0.0,0.833333,0.833333,0.0,0.0,0,20,9500.0,1004.760912,578.179464,0.0,12
C14434,57.937789,1.0,450.0,450.0,0.0,0.0,0.5,0.5,0.0,0.0,0,6,4000.0,395.680968,181.630966,0.25,12
C12725,1828.62196,1.0,0.0,0.0,0.0,689.185829,0.0,0.0,0.0,0.083333,1,0,2300.0,2466.964742,471.940554,0.0,12
C16727,2.907271,0.2,53.0,53.0,0.0,0.0,0.1,0.1,0.0,0.0,0,1,1000.0,239.669232,72.466408,0.0,10
C12563,3207.605367,0.909091,0.0,0.0,0.0,3766.7883,0.0,0.0,0.0,0.090909,5,0,9000.0,750.543668,1131.588644,0.0,11
C13152,5873.201628,1.0,146.68,42.66,104.02,2206.510074,0.25,0.083333,0.166667,0.333333,7,5,8000.0,1951.218091,1669.058818,0.0,12
C14848,1994.694769,1.0,248.75,248.75,0.0,1016.518185,0.166667,0.166667,0.0,0.083333,1,2,6000.0,568.025868,562.654151,0.0,12
C18847,110.913143,1.0,2339.3,2098.46,240.84,252.018346,0.666667,0.666667,0.5,0.166667,5,34,500.0,1275.716405,121.245525,0.285714,12
C15853,845.930093,1.0,2384.15,1206.43,1177.72,1950.164327,1.0,0.916667,0.833333,0.083333,2,62,2500.0,4029.993964,232.49717,0.272727,12
C17519,42.288669,1.0,313.36,0.0,313.36,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,428.089548,189.922028,0.666667,12
C11809,26.247988,0.090909,0.0,0.0,0.0,2861.967408,0.0,0.0,0.0,0.083333,1,0,3000.0,0.0,,0.0,12
C19124,931.907808,1.0,1142.12,0.0,1142.12,1113.924335,1.0,0.0,0.857143,0.285714,3,14,1000.0,957.421268,1064.015704,0.0,7
C19109,380.839064,0.857143,0.0,0.0,0.0,703.941544,0.0,0.0,0.0,0.428571,13,0,500.0,321.38201,123.66713,0.0,7
C11039,1083.07662,1.0,0.0,0.0,0.0,91.903204,0.0,0.0,0.0,0.083333,1,0,1200.0,309.300185,476.830891,0.0,12
C14001,1431.445361,1.0,0.0,0.0,0.0,1414.866215,0.0,0.0,0.0,0.083333,1,0,1500.0,235.637068,442.595956,0.0,12
C12743,72.794263,1.0,227.64,0.0,227.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,159.044676,170.517535,0.0,12
C11581,6.576315,0.272727,74.49,0.0,74.49,0.0,0.25,0.0,0.166667,0.0,0,3,4000.0,45.19561,42.397448,0.166667,12
C15226,1908.569743,1.0,0.0,0.0,0.0,4604.425401,0.0,0.0,0.0,0.416667,6,0,5400.0,2118.553043,471.692662,0.0,12
C17887,1096.517209,0.833333,0.0,0.0,0.0,2408.490506,0.0,0.0,0.0,0.666667,6,0,2000.0,822.741522,171.049246,0.0,6
C18108,1731.623546,1.0,0.0,0.0,0.0,4733.441645,0.0,0.0,0.0,0.166667,4,0,2500.0,4961.849482,488.537242,0.166667,12
C18743,17.832206,0.545455,153.6,0.0,153.6,0.0,0.416667,0.0,0.416667,0.0,0,5,1000.0,207.376053,86.953988,0.363636,12
C16744,45.22614,0.727273,0.0,0.0,0.0,146.123548,0.0,0.0,0.0,0.083333,1,0,150.0,298.10235,127.897927,0.0,12
C18911,7.581335,0.363636,94.12,0.0,94.12,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,270.381019,143.667356,1.0,12
C12569,468.769607,1.0,585.68,445.98,139.7,856.77615,0.666667,0.416667,0.416667,0.75,19,12,4500.0,1368.204953,201.964603,0.0,12
C15034,4746.953711,0.909091,0.0,0.0,0.0,939.38774,0.0,0.0,0.0,0.454545,10,0,11000.0,1257.708437,1029.681413,0.0,11
C14157,426.442669,1.0,0.0,0.0,0.0,1619.692655,0.0,0.0,0.0,0.333333,7,0,9000.0,6270.973592,307.538576,0.2,12
C18121,212.862735,1.0,262.24,0.0,262.24,0.0,1.0,0.0,1.0,0.0,0,44,1000.0,98.35911,1606.324111,0.0,12
C16847,160.492501,1.0,897.45,897.45,0.0,0.0,0.666667,0.666667,0.0,0.0,0,13,1200.0,606.996033,56.918917,0.0,6
C15171,47.193664,1.0,132.0,0.0,132.0,0.0,0.166667,0.0,0.166667,0.0,0,2,2500.0,267.057792,170.357282,0.0,12
C10056,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,,0.0,12
C14479,2083.900081,1.0,0.0,0.0,0.0,1116.430456,0.0,0.0,0.0,0.166667,6,0,5500.0,465.698012,602.277885,0.0,12
C13047,2786.494499,1.0,0.0,0.0,0.0,1547.268611,0.0,0.0,0.0,0.25,5,0,8000.0,837.844106,916.41672,0.0,12
C18181,85.095626,1.0,1553.04,0.0,1553.04,0.0,0.916667,0.0,0.916667,0.0,0,20,2000.0,1654.909972,124.032106,0.818182,12
C14031,1914.092562,1.0,538.85,487.5,51.35,0.0,0.416667,0.416667,0.166667,0.0,0,9,2000.0,1022.911305,980.069709,0.0,12
C12256,250.060059,1.0,2405.97,2182.22,223.75,0.0,1.0,0.916667,0.416667,0.0,0,36,10000.0,2105.342196,188.130216,0.916667,12
C18172,1950.482518,1.0,0.0,0.0,0.0,2660.139985,0.0,0.0,0.0,0.333333,8,0,2500.0,3213.688818,501.403933,0.083333,12
C10132,57.453201,0.75,0.0,0.0,0.0,272.713302,0.0,0.0,0.0,0.125,1,0,1200.0,385.853874,84.697292,0.166667,8
C11954,1106.697298,1.0,1260.13,1260.13,0.0,0.0,0.2,0.2,0.0,0.0,0,3,6500.0,1556.574701,238.440314,0.0,10
C13723,294.338354,1.0,1851.48,0.0,1851.48,0.0,1.0,0.0,1.0,0.0,0,12,1400.0,1479.799263,197.087803,0.0,12
C13192,1589.141901,1.0,0.0,0.0,0.0,1387.07837,0.0,0.0,0.0,0.25,10,0,3000.0,454.856663,557.016549,0.0,12
C12450,1193.351573,0.875,0.0,0.0,0.0,1433.85482,0.0,0.0,0.0,0.125,4,0,1500.0,164.003621,254.022569,0.0,8
C16061,1196.364009,1.0,0.0,0.0,0.0,1376.669494,0.0,0.0,0.0,0.25,7,0,1500.0,293.144474,307.355494,0.0,12
C12336,776.255666,1.0,6842.23,4938.13,1904.1,0.0,1.0,1.0,1.0,0.0,0,112,3500.0,5588.683151,280.509038,0.5,12
C15069,8.421315,0.272727,60.0,60.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,250.155585,122.06814,0.0,12
C13449,1135.452712,1.0,374.94,0.0,374.94,1062.414129,1.0,0.0,0.888889,0.111111,2,9,1200.0,415.322291,678.223873,0.0,9
C12479,397.003171,1.0,3042.08,1419.07,1623.01,0.0,1.0,1.0,1.0,0.0,0,98,8500.0,2764.893686,246.737259,0.333333,12
C12750,6001.428376,1.0,0.0,0.0,0.0,2404.829712,0.0,0.0,0.0,0.166667,2,0,9000.0,1369.894805,1791.251295,0.0,12
C11984,817.793943,1.0,478.28,189.03,289.25,945.547556,0.545455,0.181818,0.363636,0.090909,1,7,2400.0,635.314875,259.501896,0.0,11
C14928,4.12565,0.363636,25.69,25.69,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,163.352538,128.336305,0.0,12
C18159,60.37904,0.5,712.0,712.0,0.0,0.0,0.2,0.2,0.0,0.0,0,4,7500.0,1134.962538,115.956204,1.0,10
C11044,253.143106,0.142857,0.0,0.0,0.0,3351.385591,0.0,0.0,0.0,0.142857,3,0,5000.0,0.0,,0.0,7
C18173,1747.492429,1.0,0.0,0.0,0.0,1769.875637,0.0,0.0,0.0,0.25,3,0,3000.0,450.697772,602.964607,0.0,12
C18202,36.85818,0.909091,583.38,0.0,583.38,0.0,0.833333,0.0,0.833333,0.0,0,10,2500.0,687.609976,164.492005,0.909091,12
C15683,449.026889,1.0,313.2,0.0,313.2,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,136.096707,217.449281,0.0,12
C16760,291.654079,1.0,1528.77,1528.77,0.0,0.0,0.416667,0.416667,0.0,0.0,0,9,9000.0,930.081668,122.43225,0.0,12
C14766,6313.362606,0.909091,0.0,0.0,0.0,9687.179224,0.0,0.0,0.0,0.636364,11,0,10000.0,6291.189848,1246.208875,0.090909,11
C10817,2302.479845,1.0,0.0,0.0,0.0,861.574218,0.0,0.0,0.0,0.75,9,0,2600.0,0.0,,0.0,12
C18114,1712.340703,1.0,1711.36,401.7,1309.66,0.0,1.0,0.25,1.0,0.0,0,17,3500.0,1389.388725,1106.494745,0.0,12
C15972,69.722927,0.818182,947.72,0.0,947.72,0.0,0.75,0.0,0.666667,0.0,0,12,1200.0,769.133717,127.904622,0.666667,12
C10377,1279.325142,1.0,1207.25,0.0,1207.25,0.0,1.0,0.0,1.0,0.0,0,59,1200.0,1282.705869,1300.596775,0.0,12
C17966,722.855351,1.0,0.0,0.0,0.0,396.516695,0.0,0.0,0.0,0.166667,2,0,2500.0,187.058515,325.505999,0.0,12
C13319,175.930384,0.333333,264.98,0.0,264.98,1556.629433,0.222222,0.0,0.111111,0.333333,3,6,1500.0,5379.820725,153.461233,1.0,9
C11505,173.658581,1.0,1210.0,0.0,1210.0,0.0,1.0,0.0,0.875,0.0,0,8,1000.0,977.652258,113.492537,0.833333,8
C18467,43.438252,1.0,194.1,0.0,194.1,0.0,0.833333,0.0,0.75,0.0,0,10,3000.0,123.282925,153.504488,0.083333,12
C13785,2403.175046,1.0,0.0,0.0,0.0,906.383436,0.0,0.0,0.0,0.333333,15,0,2500.0,1089.627935,1784.183581,0.0,12
C13199,4037.543707,1.0,1005.72,220.0,785.72,6203.612318,0.833333,0.25,0.833333,0.666667,19,13,6000.0,3724.247764,1047.765097,0.083333,12
C16999,71.558308,0.181818,650.0,650.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,3804.775151,86.539433,0.0,12
C11087,65.645186,0.545455,735.69,85.5,650.19,0.0,0.5,0.083333,0.416667,0.0,0,16,3000.0,1302.778971,140.751691,1.0,12
C16155,867.938337,0.363636,0.0,0.0,0.0,7378.253685,0.0,0.0,0.0,0.083333,1,0,8000.0,22889.17468,645.775344,0.5,12
C14834,3363.288511,1.0,1123.42,865.78,257.64,1992.271699,1.0,1.0,0.583333,0.166667,2,30,4500.0,4772.462052,948.702747,0.0,12
C18998,67.377243,1.0,295.0,0.0,295.0,0.0,0.5,0.0,0.416667,0.0,0,6,1000.0,245.689379,167.126034,0.3,12
C10953,39.798993,0.454545,20.09,20.09,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,3200.0,0.0,,0.0,12
C18053,2900.907214,1.0,1189.36,819.32,370.04,1572.492719,0.666667,0.333333,0.333333,0.333333,7,20,6500.0,962.792486,1226.820327,0.0,12
C12164,1134.648238,1.0,143.12,143.12,0.0,0.0,0.1,0.1,0.0,0.0,0,1,1200.0,289.967312,286.845297,0.0,10
C11589,2769.640442,1.0,738.06,738.06,0.0,1273.269924,0.5,0.5,0.0,0.333333,5,8,4500.0,740.45306,701.288299,0.0,12
C18019,1361.203619,1.0,952.09,523.09,429.0,2749.569996,0.583333,0.166667,0.416667,0.333333,4,19,1500.0,4256.495061,426.96591,0.083333,12
C18997,1812.542545,0.857143,2918.08,2918.08,0.0,0.0,0.571429,0.571429,0.0,0.0,0,5,3000.0,247.249275,297.395431,0.0,7
C15670,3767.546906,1.0,3545.56,1653.36,1892.2,1841.555758,1.0,0.75,1.0,0.083333,1,30,9000.0,4061.59893,1007.691447,0.0,12
C12899,185.725079,0.818182,456.05,0.0,456.05,0.0,0.416667,0.0,0.333333,0.0,0,8,3000.0,446.660021,160.229568,0.0,12
C14765,534.168335,0.909091,3916.8,2170.37,1746.43,107.838419,0.909091,0.636364,0.545455,0.090909,1,60,3000.0,3291.567762,144.195071,0.571429,11
C15244,6.697211,0.181818,64.69,64.69,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,10500.0,372.572278,81.447345,0.0,12
C12257,5570.18253,1.0,0.0,0.0,0.0,2744.808962,0.0,0.0,0.0,0.166667,3,0,6000.0,1748.960475,1291.809944,0.0,12
C18604,389.869208,0.545455,736.01,392.7,343.31,501.026763,1.0,0.333333,1.0,0.166667,5,36,1200.0,2635.211405,457.606999,0.090909,12
C14015,4825.450839,1.0,5855.46,5855.46,0.0,0.0,0.833333,0.833333,0.0,0.0,0,26,7000.0,3866.077948,1232.547913,0.0,12
C11334,1790.707374,0.727273,1368.0,1368.0,0.0,2126.381193,0.083333,0.083333,0.0,0.25,7,2,3500.0,672.614794,979.683199,0.0,12
C17236,1378.988523,1.0,45.0,45.0,0.0,0.0,0.5,0.5,0.0,0.0,0,9,1500.0,326.716166,625.746529,0.0,12
C12799,1136.796512,1.0,869.38,391.86,477.52,0.0,1.0,1.0,0.5,0.0,0,23,7000.0,1785.242525,418.490057,0.0,12
C12452,63.064197,1.0,1176.93,0.0,1176.93,0.0,1.0,0.0,1.0,0.0,0,23,7500.0,1319.009967,64.517961,0.363636,12
C11570,211.84382,0.636364,2176.55,1043.31,1133.24,0.0,0.583333,0.5,0.5,0.0,0,45,8000.0,1826.642642,166.132353,0.285714,12
C12651,5097.916969,1.0,139.67,139.67,0.0,3365.390269,0.5,0.5,0.0,0.25,22,6,6000.0,3313.162847,2759.80377,0.0,12
C10280,2554.525229,1.0,6186.77,6099.08,87.69,1898.690655,0.916667,0.75,0.25,0.083333,1,38,10950.0,11198.92613,608.36886,0.083333,12
C18594,2579.635387,0.545455,0.0,0.0,0.0,6466.73381,0.0,0.0,0.0,0.090909,1,0,7000.0,1415.843333,2022.852618,0.0,11
C11234,1893.611922,1.0,22746.81,15795.42,6951.39,0.0,1.0,1.0,1.0,0.0,0,140,18000.0,22558.28457,505.125031,1.0,12
C12699,134.238558,1.0,420.0,287.0,133.0,0.0,0.583333,0.083333,0.416667,0.0,0,7,7500.0,519.436959,190.475641,0.0,12
C11122,4046.574741,1.0,1757.44,242.89,1514.55,19.677306,1.0,0.25,1.0,0.083333,1,68,4500.0,1721.705144,1111.315878,0.0,12
C11671,1216.570617,1.0,5140.49,4882.68,257.81,0.0,1.0,0.75,0.5,0.0,0,57,4500.0,5671.221416,366.088817,0.0,12
C10684,3808.073463,0.909091,6030.34,2874.89,3155.45,7279.880364,1.0,0.5,1.0,0.5,62,104,7000.0,17084.85192,2068.25205,0.090909,12
C12600,3461.183622,1.0,200.0,200.0,0.0,108.408059,0.083333,0.083333,0.0,0.083333,1,1,3500.0,1322.74089,3419.12662,0.0,12
C13958,874.571604,1.0,385.7,316.7,69.0,289.822557,0.416667,0.333333,0.166667,0.166667,2,8,2000.0,357.969443,231.854555,0.0,12
C11085,4862.641586,1.0,1302.37,1302.37,0.0,1279.629012,0.5,0.5,0.0,0.25,3,9,6000.0,1723.432154,1836.602896,0.0,12
C14148,1282.087245,1.0,0.0,0.0,0.0,200.865502,0.0,0.0,0.0,0.181818,2,0,1500.0,246.329361,575.063465,0.0,11
C10720,546.844163,1.0,2427.26,1587.34,839.92,0.0,1.0,1.0,1.0,0.0,0,30,5000.0,1747.703784,176.211823,0.333333,12
C17999,0.0,0.0,228.59,0.0,228.59,0.0,0.75,0.0,0.75,0.0,0,16,4000.0,545.756332,,0.0,12
C10498,3170.537693,0.909091,0.0,0.0,0.0,1161.103112,0.0,0.0,0.0,0.181818,2,0,3500.0,547.23924,1111.251287,0.0,11
C16468,6557.146926,1.0,354.27,354.27,0.0,2943.653759,0.166667,0.166667,0.0,0.583333,18,5,7000.0,1606.554704,2474.330298,0.0,12
C17074,1413.236934,1.0,574.95,121.3,453.65,58.379957,0.666667,0.166667,0.5,0.25,3,10,1500.0,963.80147,1234.776368,0.0,12
C12753,1565.577135,1.0,0.0,0.0,0.0,2676.476175,0.0,0.0,0.0,0.333333,6,0,3000.0,3418.679368,477.674801,0.090909,12
C10581,5404.202992,1.0,469.0,286.0,183.0,8005.22508,0.666667,0.166667,0.333333,0.833333,52,4,7000.0,2676.467444,1468.475204,0.0,6
C11475,1337.162883,1.0,4544.48,2384.44,2160.04,0.0,0.75,0.083333,0.666667,0.0,0,25,7500.0,3394.95009,380.300298,0.083333,12
C10349,16.93339,0.454545,174.42,0.0,174.42,0.0,0.333333,0.0,0.25,0.0,0,5,2500.0,347.08638,149.301101,0.75,12
C14419,1234.235139,1.0,594.95,509.95,85.0,8287.780882,0.333333,0.25,0.083333,0.416667,10,5,5000.0,9630.24637,368.290985,0.333333,12
C10262,185.640313,1.0,1703.23,1703.23,0.0,0.0,1.0,1.0,0.0,0.0,0,13,11500.0,1449.039414,183.298253,1.0,12
C17343,214.436679,1.0,1986.7,0.0,1986.7,0.0,0.5,0.0,0.5,0.0,0,6,700.0,2186.981284,1923.940036,0.1,12
C15107,115.937936,0.272727,0.0,0.0,0.0,1529.395551,0.0,0.0,0.0,0.083333,4,0,1800.0,109.424145,229.044312,0.0,12
C17909,821.011673,1.0,399.99,399.99,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,2500.0,1140.142325,204.400186,0.0,12
C18707,67.251991,0.545455,0.0,0.0,0.0,90.56246,0.0,0.0,0.0,0.083333,3,0,500.0,987.785921,78.989438,0.333333,12
C11010,887.679317,1.0,1486.31,179.75,1306.56,0.0,1.0,0.833333,0.916667,0.0,0,39,1800.0,0.0,,0.0,12
C17823,489.488586,1.0,215.0,70.0,145.0,732.654518,0.333333,0.166667,0.083333,0.416667,10,5,700.0,881.801225,316.534888,0.090909,12
C13910,5218.923199,1.0,100.01,0.0,100.01,491.329785,0.083333,0.0,0.083333,0.166667,3,1,6000.0,1299.677915,1252.860717,0.0,12
C14699,152.459665,1.0,1248.09,829.45,418.64,0.0,1.0,1.0,0.25,0.0,0,21,5000.0,1316.455236,210.906103,0.166667,12
C16128,53.583548,0.818182,553.85,369.1,184.75,0.0,0.75,0.416667,0.5,0.0,0,19,4200.0,846.787917,150.804339,0.875,12
C15905,1799.320009,1.0,0.0,0.0,0.0,872.408101,0.0,0.0,0.0,0.083333,2,0,2000.0,298.163408,718.578894,0.0,12
C12840,3412.603461,1.0,3790.29,1516.3,2273.99,1384.954139,1.0,0.75,1.0,0.333333,4,110,9500.0,3362.90923,915.744891,0.0,12
C11713,2885.068871,1.0,0.0,0.0,0.0,255.676579,0.0,0.0,0.0,0.25,3,0,3000.0,712.676699,618.776921,0.0,12
C16806,3345.311478,1.0,767.13,20.0,747.13,0.0,1.0,0.083333,1.0,0.0,0,70,3000.0,976.91687,26873.51595,0.0,12
C18875,10.286805,0.363636,60.0,0.0,60.0,0.0,0.25,0.0,0.25,0.0,0,3,1000.0,194.460801,141.594889,0.25,12
C16384,1142.909141,0.9,0.0,0.0,0.0,2264.495887,0.0,0.0,0.0,0.5,17,0,2500.0,165.549752,337.524976,0.0,10
C12342,2139.919711,1.0,330.89,71.4,259.49,2649.967098,0.5,0.083333,0.416667,0.416667,18,7,6000.0,703.005516,720.646441,0.0,12
C16539,1756.206467,1.0,0.0,0.0,0.0,1468.349502,0.0,0.0,0.0,0.25,15,0,3000.0,324.251074,705.810164,0.0,12
C10582,5484.800476,1.0,0.0,0.0,0.0,1239.217984,0.0,0.0,0.0,0.666667,8,0,6000.0,2060.020446,1306.960035,0.0,12
C17646,2320.107011,0.888889,2118.42,2118.42,0.0,3285.570621,0.222222,0.222222,0.0,0.555556,14,14,5000.0,922.698832,1312.069434,0.0,9
C16486,4.588899,0.272727,249.96,0.0,249.96,0.0,0.916667,0.0,0.916667,0.0,0,17,4000.0,248.437485,36.714951,0.1,12
C16545,2300.825677,0.875,522.06,0.0,522.06,2809.026116,0.875,0.0,0.75,0.125,1,7,3000.0,469.928446,1711.018102,0.0,8
C14224,968.504914,1.0,257.71,45.65,212.06,0.0,0.166667,0.083333,0.166667,0.0,0,4,1000.0,623.314494,842.242726,0.0,12
C15485,952.952011,1.0,39.58,39.58,0.0,663.05871,0.083333,0.083333,0.0,0.083333,3,1,1800.0,1665.457998,204.226245,0.0,12
C13729,17.125776,0.727273,95.76,0.0,95.76,0.0,0.583333,0.0,0.583333,0.0,0,7,4000.0,116.956664,135.178047,0.222222,12
C13872,2953.212886,0.545455,320.48,188.0,132.48,261.393051,0.833333,0.166667,0.666667,0.083333,1,11,10000.0,8972.867229,718.597731,0.0,12
C10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,12
C17491,9.048773,0.909091,316.2,0.0,316.2,0.0,1.0,0.0,1.0,0.0,0,24,2000.0,391.398298,89.505939,0.6,12
C11075,209.178326,0.5,34.0,19.0,15.0,0.0,0.5,0.166667,0.166667,0.0,0,3,6000.0,635.909695,81.198552,0.0,6
C14072,409.592245,1.0,190.0,190.0,0.0,1986.427611,0.166667,0.166667,0.0,0.333333,6,2,11500.0,299.91595,173.798807,0.0,12
C12984,1307.937701,1.0,1280.58,237.4,1043.18,0.0,0.833333,0.083333,0.833333,0.0,0,28,1800.0,544.411381,337.179545,0.0,12
C16814,2590.469749,1.0,459.12,422.0,37.12,0.0,0.333333,0.333333,0.083333,0.0,0,11,2900.0,584.70712,1369.991379,0.0,12
